"Date,SKU,Category,Our_Price,Comp_Price,Promotion_Flag,Discount_Depth,Units_Sold,Month"
"2024-01-03,APRL-004,Apparel,50.58,49.35,0,0.0,24,1"
"2024-01-03,APRL-002,Apparel,49.85,45.58,0,0.0,23,1"
"2024-01-03,HOME-002,Home_Goods,88.68,85.88,1,0.28,33,1"
"2024-01-03,HOME-004,Home_Goods,92.96,92.1,0,0.0,13,1"
"2024-01-03,HOME-003,Home_Goods,83.12,87.64,0,0.0,22,1"
"2024-01-03,TOYS-003,Toys,33.43,28.84,0,0.0,8,1"
"2024-01-03,TOYS-005,Toys,24.27,15.88,0,0.0,15,1"
"2024-01-03,TOYS-001,Toys,24.1,17.23,0,0.0,14,1"
"2024-01-03,SPRT-001,Sports,95.41,91.01,0,0.0,16,1"
"2024-01-03,SPRT-005,Sports,93.47,91.86,1,0.22,28,1"
"2024-01-03,SPRT-001,Sports,82.68,74.51,1,0.21,34,1"
"2024-01-03,BETY-004,Beauty,27.76,33.02,0,0.0,41,1"
"2024-01-03,BETY-005,Beauty,33.48,35.79,0,0.0,28,1"
"2024-01-03,BOOK-002,Books,20.26,20.32,0,0.0,25,1"
"2024-01-03,BOOK-004,Books,20.16,29.04,0,0.0,27,1"
"2024-01-03,GROC-003,Grocery,14.41,17.95,0,0.0,36,1"
"2024-01-03,GROC-005,Grocery,12.36,21.19,0,0.0,59,1"
"2024-01-03,GROC-002,Grocery,9.65,5.13,1,0.23,85,1"
"2024-01-03,FURN-003,Furniture,374.48,377.6,0,0.0,11,1"
"2024-01-03,FURN-002,Furniture,363.1,363.02,0,0.0,8,1"
"2024-01-03,FURN-003,Furniture,455.62,460.32,0,0.0,7,1"
"2024-01-03,GARD-005,Garden,61.27,67.4,0,0.0,15,1"
"2024-01-03,GARD-002,Garden,48.75,50.36,0,0.0,22,1"
"2024-01-03,GARD-004,Garden,53.22,58.24,0,0.0,17,1"
"2024-01-04,ELEC-001,Electronics,299.53,306.05,0,0.0,20,1"
"2024-01-04,ELEC-001,Electronics,254.35,263.52,0,0.0,22,1"
"2024-01-04,APRL-004,Apparel,50.47,53.11,0,0.0,32,1"
"2024-01-04,APRL-001,Apparel,50.07,44.33,0,0.0,28,1"
"2024-01-04,APRL-005,Apparel,57.62,67.1,0,0.0,24,1"
"2024-01-04,HOME-005,Home_Goods,74.53,66.87,1,0.37,52,1"
"2024-01-04,HOME-005,Home_Goods,89.15,87.68,1,0.24,30,1"
"2024-01-04,TOYS-005,Toys,29.2,23.86,0,0.0,12,1"
"2024-01-04,TOYS-004,Toys,25.05,33.2,0,0.0,17,1"
"2024-01-04,TOYS-004,Toys,22.75,28.3,0,0.0,20,1"
"2024-01-04,SPRT-003,Sports,73.45,73.3,1,0.26,36,1"
"2024-01-04,SPRT-004,Sports,99.69,106.14,0,0.0,19,1"
"2024-01-04,SPRT-004,Sports,107.49,104.98,0,0.0,14,1"
"2024-01-04,BETY-005,Beauty,41.95,32.19,0,0.0,15,1"
"2024-01-04,BETY-005,Beauty,28.15,36.64,0,0.0,39,1"
"2024-01-04,BETY-003,Beauty,42.04,42.5,0,0.0,24,1"
"2024-01-04,BOOK-001,Books,20.28,21.96,0,0.0,21,1"
"2024-01-04,BOOK-004,Books,23.59,14.74,0,0.0,13,1"
"2024-01-04,GROC-002,Grocery,9.5,8.78,0,0.0,59,1"
"2024-01-04,GROC-004,Grocery,10.88,6.08,0,0.0,40,1"
"2024-01-04,FURN-001,Furniture,385.68,387.74,0,0.0,9,1"
"2024-01-04,FURN-003,Furniture,447.38,456.38,0,0.0,8,1"
"2024-01-04,GARD-002,Garden,65.82,73.14,1,0.11,17,1"
"2024-01-04,GARD-001,Garden,54.51,64.21,0,0.0,20,1"
"2024-01-04,GARD-001,Garden,66.75,73.59,0,0.0,13,1"
"2024-01-05,ELEC-001,Electronics,250.37,241.87,0,0.0,18,1"
"2024-01-05,ELEC-005,Electronics,348.66,349.77,0,0.0,16,1"
"2024-01-05,APRL-003,Apparel,43.95,42.96,1,0.43,104,1"
"2024-01-05,APRL-001,Apparel,52.43,54.8,0,0.0,29,1"
"2024-01-05,APRL-002,Apparel,48.96,48.49,0,0.0,25,1"
"2024-01-05,HOME-004,Home_Goods,80.83,88.36,0,0.0,21,1"
"2024-01-05,HOME-005,Home_Goods,82.61,86.69,1,0.15,27,1"
"2024-01-05,TOYS-002,Toys,30.35,28.19,0,0.0,11,1"
"2024-01-05,TOYS-004,Toys,29.71,28.73,0,0.0,10,1"
"2024-01-05,TOYS-002,Toys,34.44,43.43,1,0.42,34,1"
"2024-01-05,SPRT-004,Sports,87.37,96.97,0,0.0,21,1"
"2024-01-05,SPRT-003,Sports,92.19,89.02,0,0.0,15,1"
"2024-01-05,SPRT-003,Sports,74.55,77.37,1,0.22,54,1"
"2024-01-05,BETY-003,Beauty,37.51,30.96,1,0.11,24,1"
"2024-01-05,BETY-004,Beauty,32.71,23.35,0,0.0,25,1"
"2024-01-05,BOOK-002,Books,22.94,15.52,0,0.0,14,1"
"2024-01-05,BOOK-002,Books,21.99,24.55,1,0.41,69,1"
"2024-01-05,BOOK-005,Books,14.03,21.39,1,0.31,104,1"
"2024-01-05,GROC-002,Grocery,14.08,14.7,0,0.0,37,1"
"2024-01-05,GROC-003,Grocery,10.02,14.29,0,0.0,71,1"
"2024-01-05,FURN-004,Furniture,340.08,339.02,0,0.0,8,1"
"2024-01-05,FURN-001,Furniture,434.61,428.26,0,0.0,7,1"
"2024-01-05,GARD-002,Garden,55.88,50.55,0,0.0,13,1"
"2024-01-05,GARD-002,Garden,62.23,62.2,1,0.29,24,1"
"2024-01-05,GARD-001,Garden,56.61,54.19,0,0.0,14,1"
"2024-01-06,ELEC-002,Electronics,273.44,273.4,0,0.0,20,1"
"2024-01-06,ELEC-005,Electronics,259.18,252.24,1,0.16,25,1"
"2024-01-06,ELEC-001,Electronics,257.02,257.51,0,0.0,30,1"
"2024-01-06,APRL-002,Apparel,50.52,58.87,1,0.44,128,1"
"2024-01-06,APRL-003,Apparel,55.42,59.79,0,0.0,34,1"
"2024-01-06,HOME-004,Home_Goods,70.15,79.51,0,0.0,30,1"
"2024-01-06,HOME-004,Home_Goods,71.27,63.57,0,0.0,23,1"
"2024-01-06,TOYS-003,Toys,35.48,31.89,0,0.0,9,1"
"2024-01-06,TOYS-002,Toys,29.73,30.71,1,0.34,33,1"
"2024-01-06,SPRT-005,Sports,69.11,61.44,0,0.0,28,1"
"2024-01-06,SPRT-003,Sports,82.95,91.55,0,0.0,31,1"
"2024-01-06,BETY-005,Beauty,38.46,47.23,1,0.12,43,1"
"2024-01-06,BETY-004,Beauty,40.13,32.92,0,0.0,19,1"
"2024-01-06,BETY-003,Beauty,29.96,36.26,0,0.0,44,1"
"2024-01-06,BOOK-001,Books,22.77,20.62,0,0.0,17,1"
"2024-01-06,BOOK-003,Books,20.24,21.04,0,0.0,28,1"
"2024-01-06,BOOK-001,Books,23.0,20.67,0,0.0,19,1"
"2024-01-06,GROC-003,Grocery,11.45,8.11,0,0.0,53,1"
"2024-01-06,GROC-004,Grocery,14.35,16.75,0,0.0,53,1"
"2024-01-06,FURN-005,Furniture,346.75,342.99,1,0.36,22,1"
"2024-01-06,FURN-002,Furniture,438.37,445.9,0,0.0,11,1"
"2024-01-06,FURN-004,Furniture,392.55,394.63,0,0.0,11,1"
"2024-01-06,GARD-004,Garden,60.56,64.96,0,0.0,19,1"
"2024-01-06,GARD-004,Garden,60.4,62.39,0,0.0,20,1"
"2024-01-07,ELEC-002,Electronics,343.73,336.8,0,0.0,13,1"
"2024-01-07,ELEC-001,Electronics,274.6,279.12,0,0.0,21,1"
"2024-01-07,ELEC-004,Electronics,328.01,318.47,0,0.0,15,1"
"2024-01-07,APRL-002,Apparel,40.38,31.92,1,0.39,130,1"
"2024-01-07,APRL-001,Apparel,41.26,50.96,0,0.0,48,1"
"2024-01-07,HOME-001,Home_Goods,90.1,90.47,0,0.0,22,1"
"2024-01-07,HOME-001,Home_Goods,86.33,80.44,0,0.0,19,1"
"2024-01-07,TOYS-004,Toys,29.56,37.96,0,0.0,15,1"
"2024-01-07,TOYS-002,Toys,35.28,37.02,1,0.42,34,1"
"2024-01-07,SPRT-004,Sports,85.76,94.05,0,0.0,27,1"
"2024-01-07,SPRT-002,Sports,69.52,72.79,1,0.44,103,1"
"2024-01-07,BETY-004,Beauty,35.53,29.22,0,0.0,24,1"
"2024-01-07,BETY-003,Beauty,30.65,38.61,1,0.17,54,1"
"2024-01-07,BETY-003,Beauty,28.49,34.0,0,0.0,47,1"
"2024-01-07,BOOK-001,Books,18.01,19.2,1,0.16,54,1"
"2024-01-07,BOOK-003,Books,17.73,13.15,0,0.0,25,1"
"2024-01-07,BOOK-004,Books,22.4,29.74,0,0.0,24,1"
"2024-01-07,GROC-003,Grocery,12.04,13.95,0,0.0,63,1"
"2024-01-07,GROC-003,Grocery,13.22,7.99,1,0.19,67,1"
"2024-01-07,FURN-003,Furniture,468.4,477.29,1,0.24,15,1"
"2024-01-07,FURN-002,Furniture,325.95,317.66,1,0.11,13,1"
"2024-01-07,FURN-004,Furniture,420.44,424.52,0,0.0,11,1"
"2024-01-07,GARD-002,Garden,63.13,60.39,1,0.39,33,1"
"2024-01-07,GARD-001,Garden,53.4,49.29,0,0.0,18,1"
"2024-01-08,ELEC-001,Electronics,335.85,335.6,0,0.0,12,1"
"2024-01-08,ELEC-001,Electronics,297.48,297.73,0,0.0,19,1"
"2024-01-08,ELEC-001,Electronics,274.79,267.58,0,0.0,18,1"
"2024-01-08,APRL-005,Apparel,42.43,37.88,1,0.42,90,1"
"2024-01-08,APRL-004,Apparel,48.96,40.31,0,0.0,27,1"
"2024-01-08,APRL-004,Apparel,43.13,33.35,1,0.42,108,1"
"2024-01-08,HOME-002,Home_Goods,82.02,85.32,1,0.42,67,1"
"2024-01-08,HOME-004,Home_Goods,87.13,85.57,0,0.0,18,1"
"2024-01-08,HOME-001,Home_Goods,66.48,68.55,1,0.24,52,1"
"2024-01-08,TOYS-004,Toys,32.29,28.23,0,0.0,9,1"
"2024-01-08,TOYS-005,Toys,28.76,24.15,0,0.0,10,1"
"2024-01-08,TOYS-004,Toys,22.27,22.2,0,0.0,15,1"
"2024-01-08,SPRT-002,Sports,73.26,64.77,0,0.0,22,1"
"2024-01-08,SPRT-003,Sports,92.93,92.13,1,0.13,17,1"
"2024-01-08,SPRT-003,Sports,79.89,81.69,0,0.0,22,1"
"2024-01-08,BETY-001,Beauty,29.55,38.56,0,0.0,35,1"
"2024-01-08,BETY-003,Beauty,38.48,44.61,0,0.0,28,1"
"2024-01-08,BOOK-001,Books,23.03,25.97,0,0.0,17,1"
"2024-01-08,BOOK-002,Books,14.39,18.51,0,0.0,36,1"
"2024-01-08,BOOK-005,Books,18.73,14.99,1,0.36,46,1"
"2024-01-08,GROC-002,Grocery,11.37,17.28,0,0.0,51,1"
"2024-01-08,GROC-003,Grocery,10.55,17.13,1,0.31,131,1"
"2024-01-08,GROC-004,Grocery,11.85,19.55,0,0.0,54,1"
"2024-01-08,FURN-004,Furniture,409.86,415.94,0,0.0,10,1"
"2024-01-08,FURN-005,Furniture,417.88,425.6,0,0.0,8,1"
"2024-01-08,GARD-003,Garden,64.25,54.68,0,0.0,11,1"
"2024-01-08,GARD-003,Garden,44.25,34.44,1,0.13,22,1"
"2024-01-09,ELEC-001,Electronics,307.08,302.51,0,0.0,11,1"
"2024-01-09,ELEC-004,Electronics,322.76,317.53,1,0.22,19,1"
"2024-01-09,ELEC-004,Electronics,320.56,322.34,0,0.0,18,1"
"2024-01-09,APRL-001,Apparel,41.19,39.02,1,0.43,121,1"
"2024-01-09,APRL-005,Apparel,40.79,39.14,0,0.0,40,1"
"2024-01-09,HOME-005,Home_Goods,93.68,98.54,1,0.24,37,1"
"2024-01-09,HOME-005,Home_Goods,88.92,81.33,1,0.23,23,1"
"2024-01-09,TOYS-003,Toys,33.89,39.91,0,0.0,10,1"
"2024-01-09,TOYS-001,Toys,35.42,45.31,1,0.24,21,1"
"2024-01-09,TOYS-001,Toys,23.81,30.13,1,0.18,30,1"
"2024-01-09,SPRT-004,Sports,92.2,84.03,0,0.0,14,1"
"2024-01-09,SPRT-004,Sports,88.07,78.95,0,0.0,14,1"
"2024-01-09,BETY-001,Beauty,35.76,27.5,0,0.0,21,1"
"2024-01-09,BETY-003,Beauty,38.35,38.27,1,0.18,32,1"
"2024-01-09,BOOK-005,Books,22.51,22.41,0,0.0,16,1"
"2024-01-09,BOOK-002,Books,19.71,22.96,0,0.0,28,1"
"2024-01-09,GROC-003,Grocery,14.95,9.85,1,0.16,40,1"
"2024-01-09,GROC-005,Grocery,13.58,17.18,0,0.0,48,1"
"2024-01-09,FURN-005,Furniture,456.13,463.57,1,0.39,19,1"
"2024-01-09,FURN-003,Furniture,358.29,366.47,1,0.29,25,1"
"2024-01-09,GARD-002,Garden,49.68,52.01,0,0.0,22,1"
"2024-01-09,GARD-002,Garden,58.35,59.15,0,0.0,15,1"
"2024-01-09,GARD-002,Garden,53.31,60.11,0,0.0,17,1"
"2024-01-10,ELEC-005,Electronics,327.88,321.36,0,0.0,13,1"
"2024-01-10,ELEC-001,Electronics,326.1,330.27,0,0.0,14,1"
"2024-01-10,APRL-003,Apparel,56.05,65.85,0,0.0,29,1"
"2024-01-10,APRL-003,Apparel,41.6,46.77,1,0.11,56,1"
"2024-01-10,APRL-003,Apparel,44.05,34.07,1,0.26,69,1"
"2024-01-10,HOME-005,Home_Goods,89.63,90.17,0,0.0,19,1"
"2024-01-10,HOME-002,Home_Goods,87.18,81.79,1,0.4,51,1"
"2024-01-10,TOYS-004,Toys,32.47,40.66,0,0.0,14,1"
"2024-01-10,TOYS-003,Toys,25.61,35.29,0,0.0,19,1"
"2024-01-10,TOYS-002,Toys,24.7,15.32,0,0.0,13,1"
"2024-01-10,SPRT-004,Sports,87.93,97.29,1,0.4,69,1"
"2024-01-10,SPRT-003,Sports,102.79,108.01,0,0.0,15,1"
"2024-01-10,BETY-004,Beauty,42.01,35.72,0,0.0,15,1"
"2024-01-10,BETY-001,Beauty,36.61,31.56,0,0.0,19,1"
"2024-01-10,BOOK-005,Books,16.69,22.64,0,0.0,32,1"
"2024-01-10,BOOK-005,Books,14.72,12.57,0,0.0,30,1"
"2024-01-10,BOOK-003,Books,20.95,28.15,0,0.0,20,1"
"2024-01-10,GROC-003,Grocery,8.84,3.68,0,0.0,57,1"
"2024-01-10,GROC-004,Grocery,13.62,14.81,1,0.21,76,1"
"2024-01-10,GROC-001,Grocery,15.06,6.71,0,0.0,28,1"
"2024-01-10,FURN-002,Furniture,470.62,464.64,0,0.0,6,1"
"2024-01-10,FURN-002,Furniture,349.12,341.21,0,0.0,9,1"
"2024-01-10,GARD-001,Garden,65.91,56.94,0,0.0,11,1"
"2024-01-10,GARD-002,Garden,58.13,63.8,0,0.0,16,1"
"2024-01-10,GARD-003,Garden,64.87,65.82,0,0.0,14,1"
"2024-01-11,ELEC-001,Electronics,265.4,264.17,0,0.0,17,1"
"2024-01-11,ELEC-004,Electronics,264.95,272.39,1,0.44,67,1"
"2024-01-11,APRL-005,Apparel,54.79,57.97,0,0.0,31,1"
"2024-01-11,APRL-002,Apparel,52.07,48.71,0,0.0,25,1"
"2024-01-11,APRL-004,Apparel,42.99,46.6,1,0.11,53,1"
"2024-01-11,HOME-001,Home_Goods,90.05,94.59,0,0.0,19,1"
"2024-01-11,HOME-004,Home_Goods,86.06,91.41,0,0.0,21,1"
"2024-01-11,HOME-003,Home_Goods,81.36,80.13,0,0.0,17,1"
"2024-01-11,TOYS-002,Toys,33.39,36.49,0,0.0,11,1"
"2024-01-11,TOYS-005,Toys,24.66,27.12,0,0.0,20,1"
"2024-01-11,TOYS-003,Toys,33.14,31.25,0,0.0,9,1"
"2024-01-11,SPRT-002,Sports,76.24,83.33,0,0.0,25,1"
"2024-01-11,SPRT-004,Sports,85.2,87.06,0,0.0,24,1"
"2024-01-11,SPRT-001,Sports,84.64,94.03,0,0.0,24,1"
"2024-01-11,BETY-001,Beauty,39.1,31.72,0,0.0,19,1"
"2024-01-11,BETY-003,Beauty,40.76,39.6,0,0.0,18,1"
"2024-01-11,BOOK-001,Books,18.31,13.28,0,0.0,22,1"
"2024-01-11,BOOK-004,Books,17.79,19.9,0,0.0,29,1"
"2024-01-11,BOOK-001,Books,22.44,28.56,0,0.0,23,1"
"2024-01-11,GROC-003,Grocery,8.9,4.29,1,0.29,146,1"
"2024-01-11,GROC-005,Grocery,13.12,7.61,1,0.13,43,1"
"2024-01-11,GROC-003,Grocery,8.33,1.3,0,0.0,80,1"
"2024-01-11,FURN-002,Furniture,372.47,381.93,0,0.0,10,1"
"2024-01-11,FURN-003,Furniture,397.33,400.66,1,0.11,12,1"
"2024-01-11,GARD-002,Garden,47.55,51.01,0,0.0,20,1"
"2024-01-11,GARD-005,Garden,53.59,60.96,1,0.34,49,1"
"2024-01-11,GARD-002,Garden,51.86,42.21,1,0.39,45,1"
"2024-01-12,ELEC-004,Electronics,260.31,266.22,0,0.0,23,1"
"2024-01-12,ELEC-005,Electronics,315.7,317.24,0,0.0,15,1"
"2024-01-12,APRL-001,Apparel,56.33,66.2,0,0.0,26,1"
"2024-01-12,APRL-001,Apparel,41.18,44.19,0,0.0,53,1"
"2024-01-12,APRL-003,Apparel,55.16,60.4,0,0.0,30,1"
"2024-01-12,HOME-001,Home_Goods,67.61,68.5,1,0.21,49,1"
"2024-01-12,HOME-005,Home_Goods,75.41,76.38,0,0.0,26,1"
"2024-01-12,TOYS-004,Toys,21.72,23.46,1,0.32,54,1"
"2024-01-12,TOYS-001,Toys,27.2,34.46,0,0.0,16,1"
"2024-01-12,SPRT-005,Sports,82.65,80.25,0,0.0,19,1"
"2024-01-12,SPRT-004,Sports,88.07,85.96,0,0.0,18,1"
"2024-01-12,BETY-003,Beauty,35.32,41.77,0,0.0,33,1"
"2024-01-12,BETY-005,Beauty,40.97,35.84,0,0.0,15,1"
"2024-01-12,BETY-005,Beauty,34.69,28.58,1,0.32,51,1"
"2024-01-12,BOOK-003,Books,23.3,23.94,0,0.0,17,1"
"2024-01-12,BOOK-002,Books,18.0,27.53,0,0.0,29,1"
"2024-01-12,BOOK-004,Books,15.81,16.32,0,0.0,31,1"
"2024-01-12,GROC-005,Grocery,10.05,19.31,0,0.0,77,1"
"2024-01-12,GROC-001,Grocery,10.99,11.52,1,0.1,81,1"
"2024-01-12,GROC-005,Grocery,15.07,9.64,1,0.31,62,1"
"2024-01-12,FURN-002,Furniture,459.0,456.07,1,0.37,14,1"
"2024-01-12,FURN-003,Furniture,451.68,455.1,0,0.0,9,1"
"2024-01-12,GARD-001,Garden,53.1,46.16,1,0.4,41,1"
"2024-01-12,GARD-005,Garden,44.89,35.37,0,0.0,19,1"
"2024-01-12,GARD-003,Garden,48.3,46.12,0,0.0,16,1"
"2024-01-13,ELEC-003,Electronics,308.7,312.22,0,0.0,19,1"
"2024-01-13,ELEC-001,Electronics,318.24,328.07,1,0.14,28,1"
"2024-01-13,ELEC-002,Electronics,339.55,345.0,0,0.0,18,1"
"2024-01-13,APRL-003,Apparel,47.02,44.36,0,0.0,34,1"
"2024-01-13,APRL-005,Apparel,49.38,40.73,0,0.0,28,1"
"2024-01-13,APRL-005,Apparel,44.42,46.28,0,0.0,44,1"
"2024-01-13,HOME-003,Home_Goods,69.71,60.76,0,0.0,24,1"
"2024-01-13,HOME-003,Home_Goods,85.92,85.22,1,0.3,44,1"
"2024-01-13,HOME-005,Home_Goods,83.05,88.15,1,0.24,45,1"
"2024-01-13,TOYS-004,Toys,26.71,30.01,0,0.0,21,1"
"2024-01-13,TOYS-005,Toys,23.3,32.78,1,0.36,62,1"
"2024-01-13,SPRT-001,Sports,95.86,87.72,0,0.0,18,1"
"2024-01-13,SPRT-001,Sports,93.34,93.48,1,0.12,27,1"
"2024-01-13,BETY-002,Beauty,32.63,30.24,0,0.0,27,1"
"2024-01-13,BETY-001,Beauty,32.08,30.02,0,0.0,30,1"
"2024-01-13,BOOK-003,Books,21.86,23.35,0,0.0,24,1"
"2024-01-13,BOOK-004,Books,23.31,15.63,0,0.0,16,1"
"2024-01-13,GROC-002,Grocery,14.94,21.06,0,0.0,42,1"
"2024-01-13,GROC-001,Grocery,10.58,1.04,1,0.18,98,1"
"2024-01-13,GROC-002,Grocery,13.13,19.58,1,0.4,175,1"
"2024-01-13,FURN-001,Furniture,414.94,420.23,1,0.28,20,1"
"2024-01-13,FURN-001,Furniture,423.95,416.38,0,0.0,8,1"
"2024-01-13,FURN-004,Furniture,335.99,341.53,1,0.31,35,1"
"2024-01-13,GARD-002,Garden,49.44,56.47,1,0.11,32,1"
"2024-01-13,GARD-003,Garden,52.16,53.45,1,0.17,34,1"
"2024-01-13,GARD-002,Garden,43.94,47.85,0,0.0,27,1"
"2024-01-14,ELEC-005,Electronics,261.14,257.2,1,0.34,39,1"
"2024-01-14,ELEC-004,Electronics,312.32,306.9,1,0.18,20,1"
"2024-01-14,APRL-004,Apparel,55.96,60.45,0,0.0,33,1"
"2024-01-14,APRL-005,Apparel,46.08,46.59,0,0.0,41,1"
"2024-01-14,APRL-005,Apparel,54.39,44.61,0,0.0,26,1"
"2024-01-14,HOME-005,Home_Goods,86.81,79.55,0,0.0,16,1"
"2024-01-14,HOME-005,Home_Goods,89.03,91.62,1,0.12,27,1"
"2024-01-14,HOME-001,Home_Goods,67.29,68.25,0,0.0,39,1"
"2024-01-14,TOYS-005,Toys,28.82,21.82,0,0.0,13,1"
"2024-01-14,TOYS-003,Toys,27.14,25.03,0,0.0,15,1"
"2024-01-14,SPRT-001,Sports,107.21,112.95,0,0.0,20,1"
"2024-01-14,SPRT-004,Sports,72.06,67.64,0,0.0,24,1"
"2024-01-14,BETY-005,Beauty,39.88,39.79,0,0.0,21,1"
"2024-01-14,BETY-001,Beauty,36.71,28.04,0,0.0,22,1"
"2024-01-14,BETY-004,Beauty,35.18,38.79,1,0.13,50,1"
"2024-01-14,BOOK-003,Books,14.71,4.95,0,0.0,36,1"
"2024-01-14,BOOK-002,Books,18.62,28.45,0,0.0,35,1"
"2024-01-14,GROC-004,Grocery,10.84,9.08,0,0.0,60,1"
"2024-01-14,GROC-002,Grocery,8.17,-0.19,0,0.0,78,1"
"2024-01-14,FURN-001,Furniture,470.4,473.75,1,0.19,13,1"
"2024-01-14,FURN-001,Furniture,420.59,421.19,1,0.44,36,1"
"2024-01-14,FURN-004,Furniture,395.15,387.43,0,0.0,9,1"
"2024-01-14,GARD-004,Garden,46.42,37.29,1,0.31,38,1"
"2024-01-14,GARD-003,Garden,56.25,54.03,1,0.2,27,1"
"2024-01-14,GARD-004,Garden,47.44,55.18,0,0.0,24,1"
"2024-01-15,ELEC-001,Electronics,274.84,275.72,0,0.0,19,1"
"2024-01-15,ELEC-004,Electronics,254.39,250.79,0,0.0,16,1"
"2024-01-15,ELEC-004,Electronics,253.32,246.61,1,0.35,47,1"
"2024-01-15,APRL-003,Apparel,42.01,38.86,0,0.0,37,1"
"2024-01-15,APRL-001,Apparel,49.17,45.12,0,0.0,28,1"
"2024-01-15,HOME-004,Home_Goods,83.09,88.31,1,0.26,36,1"
"2024-01-15,HOME-001,Home_Goods,86.25,93.88,0,0.0,19,1"
"2024-01-15,TOYS-002,Toys,31.36,27.58,0,0.0,11,1"
"2024-01-15,TOYS-003,Toys,24.32,21.43,0,0.0,14,1"
"2024-01-15,TOYS-002,Toys,32.91,23.62,0,0.0,8,1"
"2024-01-15,SPRT-005,Sports,83.72,80.26,1,0.21,33,1"
"2024-01-15,SPRT-005,Sports,73.99,71.7,0,0.0,23,1"
